10 0.711138
20 0.416470
30 0.263879
40 0.199925
50 0.168253
60 0.138776
70 0.123392
80 0.106702
90 0.094556
100 0.086459
110 0.076291
120 0.071333
130 0.066984
140 0.061018
150 0.056477
160 0.053339
170 0.049616
180 0.046767
190 0.044808
200 0.042880
